4031101603391,Division,Department,Category,Class,Group,Description,UOM,Brand,Total QOH,Total Avail.,Status,Condition,Issue Ctrl,Item GTIN
W1104___KHKI0030,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 30,EACH,WOLVERINE,0,0,S,N,U,9336179250788
W1104___KHKI0032,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 32,EACH,WOLVERINE,0,0,S,N,U,9336179250801
W1104___KHKI0034,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 34,EACH,WOLVERINE,0,0,S,N,U,9336179250825
W1104___KHKI0036,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 36,EACH,WOLVERINE,0,0,S,N,U,9336179250849
W1104___KHKI0038,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 38,EACH,WOLVERINE,0,0,S,N,U,9336179250863
W1104___KHKI0040,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 40,EACH,WOLVERINE,0,0,S,N,U,9336179250887
W1104___KHKI0042,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 42,EACH,WOLVERINE,0,0,S,N,U,9336179250900
W1104___KHKI0044,,,,WW,CMTO,Treker Recycled Utility Pant Khaki 44,EACH,WOLVERINE,0,0,S,N,U,9336179250924
W1105___,,,,WW,CMTO,Momentum WFStretch Canvas Pant,EACH,WOLVERINE,0,0,Z,N,U,W1105
W1105___BLCK0030,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 30,EACH,WOLVERINE,0,0,S,N,U,9336179251105
W1105___BLCK0032,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 32,EACH,WOLVERINE,0,0,S,N,U,9336179251129
W1105___BLCK0034,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 34,EACH,WOLVERINE,0,0,S,N,U,9336179251143
W1105___BLCK0036,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 36,EACH,WOLVERINE,0,0,S,N,U,9336179251167
W1105___BLCK0038,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 38,EACH,WOLVERINE,0,0,S,N,U,9336179251181
W1105___BLCK0040,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 40,EACH,WOLVERINE,0,0,S,N,U,9336179251204
W1105___BLCK0042,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 42,EACH,WOLVERINE,0,0,S,N,U,9336179251228
W1105___BLCK0044,,,,WW,CMTO,Momentum WFStretch Canvas Pant Black 44,EACH,WOLVERINE,0,0,S,N,U,9336179251242
W1105___DANY0030,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 30,EACH,WOLVERINE,0,0,S,N,U,9336179251426
W1105___DANY0032,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 32,EACH,WOLVERINE,0,0,S,N,U,9336179251440
W1105___DANY0034,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 34,EACH,WOLVERINE,0,0,S,N,U,9336179251464
W1105___DANY0036,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 36,EACH,WOLVERINE,0,0,S,N,U,9336179251488
W1105___DANY0038,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 38,EACH,WOLVERINE,0,0,S,N,U,9336179251501
W1105___DANY0040,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 40,EACH,WOLVERINE,0,0,S,N,U,9336179251525
W1105___DANY0042,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 42,EACH,WOLVERINE,0,0,S,N,U,9336179251549
W1105___DANY0044,,,,WW,CMTO,Momentum WFStretch Canvas Pant Dark Navy 44,EACH,WOLVERINE,0,0,S,N,U,9336179251563
W1105___KHKI0030,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 30,EACH,WOLVERINE,0,0,S,N,U,9336179251266
W1105___KHKI0032,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 32,EACH,WOLVERINE,0,0,S,N,U,9336179251280
W1105___KHKI0034,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 34,EACH,WOLVERINE,0,0,S,N,U,9336179251303
W1105___KHKI0036,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 36,EACH,WOLVERINE,0,0,S,N,U,9336179251327
W1105___KHKI0038,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 38,EACH,WOLVERINE,0,0,S,N,U,9336179251341
W1105___KHKI0040,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 40,EACH,WOLVERINE,0,0,S,N,U,9336179251365
W1105___KHKI0042,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 42,EACH,WOLVERINE,0,0,S,N,U,9336179251389
W1105___KHKI0044,,,,WW,CMTO,Momentum WFStretch Canvas Pant Khaki 44,EACH,WOLVERINE,0,0,S,N,U,9336179251402
W11432__BLCK000L,,,,WW,CMJO,Jacket Heavy Duty Poly Black Large,EACH,CAT,0,0,S,C,U,602173698666
W11432__BLCK000M,,,,WW,CMJO,Jacket Heavy Duty Poly Black Medium,EACH,CAT,2,2,S,C,U,602173698659
W11432__BLCK000S,,,,WW,CMJO,Jacket Heavy Duty Poly Black Small,EACH,CAT,0,0,S,C,U,602173698642
W11432__BLCK00XL,,,,WW,CMJO,Jacket Heavy Duty Poly Black XL,EACH,CAT,0,0,S,C,U,602173698673
W11432__BLCK02XL,,,,WW,CMJO,Jacket Heavy Duty Poly Black 2XL,EACH,CAT,0,0,S,C,U,602173698680
W11432__BLCK03XL,,,,WW,CMJO,Jacket Heavy Duty Poly Black 3XL,EACH,CAT,0,0,S,C,U,602173698697
W11432__BLCK04XL,,,,WW,CMJO,Jacket Heavy Duty Poly Black 4XL,EACH,CAT,0,0,S,C,U,602173763753
W11432__STGY000L,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey Large,EACH,CAT,0,0,S,C,U,602173698604
W11432__STGY000M,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey Medium,EACH,CAT,0,0,S,C,U,602173698598
W11432__STGY000S,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey Small,EACH,CAT,0,0,S,C,U,602173698581
W11432__STGY00XL,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey XL,EACH,CAT,0,0,S,C,U,602173698611
W11432__STGY02XL,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey 2XL,EACH,CAT,0,0,S,C,U,602173698628
W11432__STGY03XL,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey 3XL,EACH,CAT,0,0,S,C,U,602173698635
W11432__STGY04XL,,,,WW,CMJO,Jacket Heavy Duty Poly Storm Grey 4XL,EACH,CAT,0,0,S,C,U,602173763739
W11440__,,,,WW,CMJO,Jacket Soft Shell,EACH,CAT,0,0,Z,C,U,
W11440__BLCK000L,,,,WW,CMJO,Jacket Soft Shell Black Large,EACH,CAT,0,0,S,C,U,
W11440__BLCK000M,,,,WW,CMJO,Jacket Soft Shell Black Medium,EACH,CAT,0,0,S,C,U,
W11440__BLCK000S,,,,WW,CMJO,Jacket Soft Shell Black Small,EACH,CAT,0,0,S,C,U,
W11440__BLCK00XL,,,,WW,CMJO,Jacket Soft Shell Black XL,EACH,CAT,0,0,S,C,U,
W11440__BLCK00XS,,,,WW,CMJO,Jacket Soft Shell Black XS,EACH,CAT,0,0,S,C,U,
W11440__BLCK02XL,,,,WW,CMJO,Jacket Soft Shell Black 2XL,EACH,CAT,0,0,S,C,U,
W11440__BLCK03XL,,,,WW,CMJO,Jacket Soft Shell Black 3XL,EACH,CAT,0,0,S,C,U,
W11445__,,,,WW,CMJO,Jacket Hooded Bomber,EACH,CAT,0,0,Z,C,U,
W11445__BLCK000L,,,,WW,CMJO,Jacket Hooded Bomber Black Large,EACH,CAT,0,0,S,C,U,0602173697645
W11445__BLCK000M,,,,WW,CMJO,Jacket Hooded Bomber Black Medium,EACH,CAT,0,0,S,C,U,0602173697638
W11445__BLCK000S,,,,WW,CMJO,Jacket Hooded Bomber Black Small,EACH,CAT,0,0,S,C,U,0602173697621
W11445__BLCK00XL,,,,WW,CMJO,Jacket Hooded Bomber Black XL,EACH,CAT,1,1,S,C,U,0602173697652
W11445__BLCK02XL,,,,WW,CMJO,Jacket Hooded Bomber Black 2XL,EACH,CAT,0,0,S,C,U,0602173697669
W11445__BLCK03XL,,,,WW,CMJO,Jacket Hooded Bomber Black 3XL,EACH,CAT,0,0,S,C,U,0602173697676
W11445__STGY000L,,,,WW,CMJO,Jacket Hooded Bomber Storm Grey Large,EACH,CAT,0,0,S,C,U,
W11445__STGY000M,,,,WW,CMJO,Jacket Hooded Bomber Storm Grey Medium,EACH,CAT,0,0,S,C,U,
W11445__STGY000S,,,,WW,CMJO,Jacket Hooded Bomber Storm Grey Small,EACH,CAT,0,0,S,C,U,
W11445__STGY00XL,,,,WW,CMJO,Jacket Hooded Bomber Storm Grey XL,EACH,CAT,0,0,S,C,U,
W11445__STGY02XL,,,,WW,CMJO,Jacket Hooded Bomber Storm Grey 2XL,EACH,CAT,0,0,S,C,U,
W11445__STGY03XL,,,,WW,CMJO,Jacket Hooded Bomber Storm Grey 3XL,EACH,CAT,0,0,S,C,U,
W11446__,,,,WW,CMJF,Jacket Fleece with Overlay,EACH,CAT,0,0,Z,C,U,
W11446__BKBK000L,,,,WW,CMJF,Jacket Fleece with Overlay Black Black Large,EACH,CAT,0,0,S,C,U,602173660250
W11446__BKBK000M,,,,WW,CMJF,Jacket Fleece with Overlay Black Black Medium,EACH,CAT,0,0,S,C,U,602173660243
W11446__BKBK000S,,,,WW,CMJF,Jacket Fleece with Overlay Black Black Small,EACH,CAT,0,0,S,C,U,602173660236
W11446__BKBK00XL,,,,WW,CMJF,Jacket Fleece with Overlay Black Black XL,EACH,CAT,0,0,S,C,U,602173660267
W11446__BKBK02XL,,,,WW,CMJF,Jacket Fleece with Overlay Black Black 2XL,EACH,CAT,0,0,S,C,U,602173660274
W11446__BKBK03XL,,,,WW,CMJF,Jacket Fleece with Overlay Black Black 3XL,EACH,CAT,0,0,S,C,U,602173672376
W11446__BLCK000L,,,,WW,CMJF,Jacket Fleece with Overlay Black Large,EACH,CAT,0,0,S,C,U,602173660250
W11446__BLCK000M,,,,WW,CMJF,Jacket Fleece with Overlay Black Medium,EACH,CAT,0,0,S,C,U,602173660243
W11446__BLCK000S,,,,WW,CMJF,Jacket Fleece with Overlay Black Small,EACH,CAT,0,0,S,C,U,602173660236
W11446__BLCK00XL,,,,WW,CMJF,Jacket Fleece with Overlay Black XL,EACH,CAT,0,0,S,C,U,602173660267
W11446__BLCK02XL,,,,WW,CMJF,Jacket Fleece with Overlay Black 2XL,EACH,CAT,0,0,S,C,U,602173660274
W11446__BLCK03XL,,,,WW,CMJF,Jacket Fleece with Overlay Black 3XL,EACH,CAT,0,0,S,C,U,602173672376
W11446__DHGR000L,,,,WW,CMJF,Jacket Fleece with Overlay Dark Heather Grey Large,EACH,CAT,0,0,S,C,U,
W11446__DHGR000M,,,,WW,CMJF,Jacket Fleece with Overlay Dark Heather Grey Medium,EACH,CAT,0,0,S,C,U,
W11446__DHGR000S,,,,WW,CMJF,Jacket Fleece with Overlay Dark Heather Grey Small,EACH,CAT,0,0,S,C,U,
W11446__DHGR00XL,,,,WW,CMJF,Jacket Fleece with Overlay Dark Heather Grey XL,EACH,CAT,0,0,S,C,U,
W11446__DHGR02XL,,,,WW,CMJF,Jacket Fleece with Overlay Dark Heather Grey 2XL,EACH,CAT,0,0,S,C,U,
W11446__DHGR03XL,,,,WW,CMJF,Jacket Fleece with Overlay Dark Heather Grey 3XL,EACH,CAT,0,0,S,C,U,
W1160___,,,,WW,CMTO,Terrain WF Stretch Twill Pant,EACH,WOLVERINE,0,0,Z,N,U,W1160
W1160___BLCK0030,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 30,EACH,WOLVERINE,0,0,S,N,U,9336179251587
W1160___BLCK0032,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 32,EACH,WOLVERINE,0,0,S,N,U,9336179251600
W1160___BLCK0034,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 34,EACH,WOLVERINE,0,0,S,N,U,9336179251624
W1160___BLCK0036,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 36,EACH,WOLVERINE,0,0,S,N,U,9336179251648
W1160___BLCK0038,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 38,EACH,WOLVERINE,0,0,S,N,U,9336179251662
W1160___BLCK0040,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 40,EACH,WOLVERINE,0,0,S,N,U,9336179251686
W1160___BLCK0042,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 42,EACH,WOLVERINE,0,0,S,N,U,9336179251709
W1160___BLCK0044,,,,WW,CMTO,Terrain WF Stretch Twill Pant Black 44,EACH,WOLVERINE,0,0,S,N,U,9336179251723
W1160___DANY0030,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 30,EACH,WOLVERINE,0,0,S,N,U,9336179251907
W1160___DANY0032,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 32,EACH,WOLVERINE,0,0,S,N,U,9336179251921
W1160___DANY0034,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 34,EACH,WOLVERINE,0,0,S,N,U,9336179251945
W1160___DANY0036,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 36,EACH,WOLVERINE,0,0,S,N,U,9336179251969
W1160___DANY0038,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 38,EACH,WOLVERINE,0,0,S,N,U,9336179251983
W1160___DANY0040,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 40,EACH,WOLVERINE,0,0,S,N,U,9336179252003
W1160___DANY0042,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 42,EACH,WOLVERINE,0,0,S,N,U,9336179252027
W1160___DANY0044,,,,WW,CMTO,Terrain WF Stretch Twill Pant Dark Navy 44,EACH,WOLVERINE,0,0,S,N,U,9336179252041
W1160___KHKI0030,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 30,EACH,WOLVERINE,0,0,S,N,U,9336179251747
W1160___KHKI0032,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 32,EACH,WOLVERINE,0,0,S,N,U,9336179251761
W1160___KHKI0034,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 34,EACH,WOLVERINE,0,0,S,N,U,9336179251785
W1160___KHKI0036,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 36,EACH,WOLVERINE,0,0,S,N,U,9336179251808
W1160___KHKI0038,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 38,EACH,WOLVERINE,0,0,S,N,U,9336179251822
W1160___KHKI0040,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 40,EACH,WOLVERINE,0,0,S,N,U,9336179251846
W1160___KHKI0042,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 42,EACH,WOLVERINE,0,0,S,N,U,9336179251860
W1160___KHKI0044,,,,WW,CMTO,Terrain WF Stretch Twill Pant Khaki 44,EACH,WOLVERINE,0,0,S,N,U,9336179251884
W120389_,,,,WW,CMJO,Overman Hooded Canvas ShirtJac,EACH,WOLVERINE,0,0,Z,C,U,W1203899
W120389_BLCK000L,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Black Large,EACH,WOLVERINE,0,0,S,I,U,195020895092
W120389_BLCK000M,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Black Medium,EACH,WOLVERINE,0,0,S,I,U,195020895108
W120389_BLCK000S,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Black Small,EACH,WOLVERINE,0,0,S,I,U,195020895115
W120389_BLCK00XL,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Black XL,EACH,WOLVERINE,0,0,S,I,U,195020895122
W120389_BLCK02XL,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Black 2XL,EACH,WOLVERINE,0,0,S,I,U,195020895078
W120389_BLCK03XL,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Black 3XL,EACH,WOLVERINE,0,0,S,I,U,195020895085
W120389_CHES000L,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Chestnut Large,EACH,WOLVERINE,0,0,S,I,U,195020895153
W120389_CHES000M,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Chestnut Medium,EACH,WOLVERINE,0,0,S,I,U,195020895160
W120389_CHES000S,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Chestnut Small,EACH,WOLVERINE,0,0,S,I,U,195020895177
W120389_CHES00XL,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Chestnut XL,EACH,WOLVERINE,0,0,S,I,U,195020895184
W120389_CHES02XL,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Chestnut 2XL,EACH,WOLVERINE,0,0,S,I,U,195020895139
W120389_CHES03XL,,,,WW,CMJO,Overman Hooded Canvas ShirtJac Chestnut 3XL,EACH,WOLVERINE,0,0,S,I,U,195020895146
W1204___,,,,WW,CMLO,Treker Recycled Utility Short,EACH,WOLVERINE,0,0,Z,N,U,W1204
W1204___BLCK0030,,,,WW,CMLO,Treker Recycled Utility Short Black 30,EACH,WOLVERINE,0,0,S,N,U,9336179252065
W1204___BLCK0032,,,,WW,CMLO,Treker Recycled Utility Short Black 32,EACH,WOLVERINE,0,0,S,N,U,9336179252089
W1204___BLCK0034,,,,WW,CMLO,Treker Recycled Utility Short Black 34,EACH,WOLVERINE,0,0,S,N,U,9336179252102
W1204___BLCK0036,,,,WW,CMLO,Treker Recycled Utility Short Black 36,EACH,WOLVERINE,0,0,S,N,U,9336179252126
W1204___BLCK0038,,,,WW,CMLO,Treker Recycled Utility Short Black 38,EACH,WOLVERINE,0,0,S,N,U,9336179252140
W1204___BLCK0040,,,,WW,CMLO,Treker Recycled Utility Short Black 40,EACH,WOLVERINE,0,0,S,N,U,9336179252164
W1204___BLCK0042,,,,WW,CMLO,Treker Recycled Utility Short Black 42,EACH,WOLVERINE,0,0,S,N,U,9336179252188
W1204___BLCK0044,,,,WW,CMLO,Treker Recycled Utility Short Black 44,EACH,WOLVERINE,0,0,S,N,U,9336179252201
W1204___DANY0030,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 30,EACH,WOLVERINE,0,0,S,N,U,9336179252386
W1204___DANY0032,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 32,EACH,WOLVERINE,0,0,S,N,U,9336179252409
W1204___DANY0034,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 34,EACH,WOLVERINE,0,0,S,N,U,9336179252423
W1204___DANY0036,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 36,EACH,WOLVERINE,0,0,S,N,U,9336179252447
W1204___DANY0038,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 38,EACH,WOLVERINE,0,0,S,N,U,9336179252461
W1204___DANY0040,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 40,EACH,WOLVERINE,0,0,S,N,U,9336179252485
W1204___DANY0042,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 42,EACH,WOLVERINE,0,0,S,N,U,9336179252508
W1204___DANY0044,,,,WW,CMLO,Treker Recycled Utility Short Dark Navy 44,EACH,WOLVERINE,0,0,S,N,U,9336179252522
W1204___KHKI0030,,,,WW,CMLO,Treker Recycled Utility Short Khaki 30,EACH,WOLVERINE,0,0,S,N,U,9336179252225
W1204___KHKI0032,,,,WW,CMLO,Treker Recycled Utility Short Khaki 32,EACH,WOLVERINE,0,0,S,N,U,9336179252249
W1204___KHKI0034,,,,WW,CMLO,Treker Recycled Utility Short Khaki 34,EACH,WOLVERINE,0,0,S,N,U,9336179252263
W1204___KHKI0036,,,,WW,CMLO,Treker Recycled Utility Short Khaki 36,EACH,WOLVERINE,0,0,S,N,U,9336179252287
W1204___KHKI0038,,,,WW,CMLO,Treker Recycled Utility Short Khaki 38,EACH,WOLVERINE,0,0,S,N,U,9336179252300
W1204___KHKI0040,,,,WW,CMLO,Treker Recycled Utility Short Khaki 40,EACH,WOLVERINE,0,0,S,N,U,9336179252324
W1204___KHKI0042,,,,WW,CMLO,Treker Recycled Utility Short Khaki 42,EACH,WOLVERINE,0,0,S,N,U,9336179252348
W1204___KHKI0044,,,,WW,CMLO,Treker Recycled Utility Short Khaki 44,EACH,WOLVERINE,0,0,S,N,U,9336179252362
W1205___,,,,WW,CMLO,Momentum WFStretch CanvasShort,EACH,WOLVERINE,0,0,Z,N,U,W1205
W1205___BLCK0030,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 30,EACH,WOLVERINE,0,0,S,N,U,9336179252546
W1205___BLCK0032,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 32,EACH,WOLVERINE,0,0,S,N,U,9336179252560
W1205___BLCK0034,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 34,EACH,WOLVERINE,0,0,S,N,U,9336179252584
W1205___BLCK0036,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 36,EACH,WOLVERINE,0,0,S,N,U,9336179252607
W1205___BLCK0038,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 38,EACH,WOLVERINE,0,0,S,N,U,9336179252621
W1205___BLCK0040,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 40,EACH,WOLVERINE,0,0,S,N,U,9336179252645
W1205___BLCK0042,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 42,EACH,WOLVERINE,0,0,S,N,U,9336179252669
W1205___BLCK0044,,,,WW,CMLO,Momentum WFStretch CanvasShort Black 44,EACH,WOLVERINE,0,0,S,N,U,9336179252683
W1205___DANY0030,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 30,EACH,WOLVERINE,0,0,S,N,U,9336179252867
W1205___DANY0032,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 32,EACH,WOLVERINE,0,0,S,N,U,9336179252881
W1205___DANY0034,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 34,EACH,WOLVERINE,0,0,S,N,U,9336179252904
W1205___DANY0036,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 36,EACH,WOLVERINE,0,0,S,N,U,9336179252928
W1205___DANY0038,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 38,EACH,WOLVERINE,0,0,S,N,U,9336179252942
W1205___DANY0040,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 40,EACH,WOLVERINE,0,0,S,N,U,9336179252966
W1205___DANY0042,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 42,EACH,WOLVERINE,0,0,S,N,U,9336179252980
W1205___DANY0044,,,,WW,CMLO,Momentum WFStretch CanvasShort Dark Navy 44,EACH,WOLVERINE,0,0,S,N,U,9336179253000
W1205___KHKI0030,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 30,EACH,WOLVERINE,0,0,S,N,U,9336179252706
W1205___KHKI0032,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 32,EACH,WOLVERINE,0,0,S,N,U,9336179252720
W1205___KHKI0034,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 34,EACH,WOLVERINE,0,0,S,N,U,9336179252744
W1205___KHKI0036,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 36,EACH,WOLVERINE,0,0,S,N,U,9336179252768
W1205___KHKI0038,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 38,EACH,WOLVERINE,0,0,S,N,U,9336179252782
W1205___KHKI0040,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 40,EACH,WOLVERINE,0,0,S,N,U,9336179252805
W1205___KHKI0042,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 42,EACH,WOLVERINE,0,0,S,N,U,9336179252829
W1205___KHKI0044,,,,WW,CMLO,Momentum WFStretch CanvasShort Khaki 44,EACH,WOLVERINE,0,0,S,N,U,9336179252843
W120611_,,,,WW,CMLO,Steel Head Utility Short,EACH,WOLVERINE,0,0,Z,N,U,
W120611_BLCK0030,,,,WW,CMLO,Steel Head Utility Short Black 30,EACH,WOLVERINE,0,0,S,N,U,195019749153
W120611_BLCK0032,,,,WW,CMLO,Steel Head Utility Short Black 32,EACH,WOLVERINE,0,0,S,N,U,195019749160
W120611_BLCK0034,,,,WW,CMLO,Steel Head Utility Short Black 34,EACH,WOLVERINE,0,0,S,N,U,195019749177
W120611_BLCK0036,,,,WW,CMLO,Steel Head Utility Short Black 36,EACH,WOLVERINE,0,0,S,N,U,195019749184
W120611_BLCK0038,,,,WW,CMLO,Steel Head Utility Short Black 38,EACH,WOLVERINE,0,0,S,N,U,195019749191
W120611_BLCK0040,,,,WW,CMLO,Steel Head Utility Short Black 40,EACH,WOLVERINE,0,0,S,N,U,195019749207
W120611_BLCK0042,,,,WW,CMLO,Steel Head Utility Short Black 42,EACH,WOLVERINE,0,0,S,N,U,195019749214
W120611_BLCK0044,,,,WW,CMLO,Steel Head Utility Short Black 44,EACH,WOLVERINE,0,0,S,N,U,195019749221
W120611_COTE0030,,,,WW,CMLO,Steel Head Utility Short Coyote 30,EACH,WOLVERINE,0,0,S,I,U,195019749238
W120611_COTE0032,,,,WW,CMLO,Steel Head Utility Short Coyote 32,EACH,WOLVERINE,0,0,S,I,U,195019749245
W120611_COTE0034,,,,WW,CMLO,Steel Head Utility Short Coyote 34,EACH,WOLVERINE,0,0,S,I,U,195019749252
W120611_COTE0036,,,,WW,CMLO,Steel Head Utility Short Coyote 36,EACH,WOLVERINE,0,0,S,I,U,195019749269
W120611_COTE0038,,,,WW,CMLO,Steel Head Utility Short Coyote 38,EACH,WOLVERINE,0,0,S,I,U,195019749276
W120611_COTE0040,,,,WW,CMLO,Steel Head Utility Short Coyote 40,EACH,WOLVERINE,0,0,S,I,U,195019749283
W120611_COTE0042,,,,WW,CMLO,Steel Head Utility Short Coyote 42,EACH,WOLVERINE,0,0,S,I,U,195019749290
W120611_COTE0044,,,,WW,CMLO,Steel Head Utility Short Coyote 44,EACH,WOLVERINE,0,0,S,I,U,195019749306
W120611_DANY0030,,,,WW,CMLO,Steel Head Utility Short Dark Navy 30,EACH,WOLVERINE,0,0,S,I,U,195019749399
W120611_DANY0032,,,,WW,CMLO,Steel Head Utility Short Dark Navy 32,EACH,WOLVERINE,0,0,S,I,U,195019749405
W120611_DANY0034,,,,WW,CMLO,Steel Head Utility Short Dark Navy 34,EACH,WOLVERINE,0,0,S,I,U,195019749412
W120611_DANY0036,,,,WW,CMLO,Steel Head Utility Short Dark Navy 36,EACH,WOLVERINE,0,0,S,I,U,195019749429
W120611_DANY0038,,,,WW,CMLO,Steel Head Utility Short Dark Navy 38,EACH,WOLVERINE,0,0,S,I,U,195019749436
W120611_DANY0040,,,,WW,CMLO,Steel Head Utility Short Dark Navy 40,EACH,WOLVERINE,0,0,S,I,U,195019749443
W120611_DANY0042,,,,WW,CMLO,Steel Head Utility Short Dark Navy 42,EACH,WOLVERINE,0,0,S,I,U,195019749450
W120611_DANY0044,,,,WW,CMLO,Steel Head Utility Short Dark Navy 44,EACH,WOLVERINE,0,0,S,I,U,195019749467
W120611_KHKI0030,,,,WW,CMLO,Steel Head Utility Short Khaki 30,EACH,WOLVERINE,0,0,S,N,U,195019749313
W120611_KHKI0032,,,,WW,CMLO,Steel Head Utility Short Khaki 32,EACH,WOLVERINE,0,0,S,N,U,195019749320
W120611_KHKI0034,,,,WW,CMLO,Steel Head Utility Short Khaki 34,EACH,WOLVERINE,0,0,S,N,U,195019749337
W120611_KHKI0036,,,,WW,CMLO,Steel Head Utility Short Khaki 36,EACH,WOLVERINE,0,0,S,N,U,195019749344
